student_id,age,gender,education_level,stream,board,aptitude_logical,aptitude_verbal,aptitude_numerical,aptitude_spatial,personality_openness,personality_conscientiousness,personality_extraversion,personality_agreeableness,personality_neuroticism,interest_realistic,interest_investigative,interest_artistic,interest_social,interest_enterprising,interest_conventional,career_outcome
STU310135,16,M,class_10,science_pcb,cbse,78.33,82.36,83.15,87.78,1.18,4.91,4.51,2.33,2.25,2.17,4.62,3.84,4.07,3.85,4.11,Environmental Scientist
STU200111,15,M,class_9,arts,icse,64.48,86.15,52.63,87.68,2.06,4.16,3.13,2.97,4.75,1.83,2.84,3.48,5.0,4.03,3.69,Corporate Lawyer
STU330145,21,M,undergraduate,commerce,state,77.95,35.0,66.25,60.0,2.6,3.6,3.31,4.4,2.74,3.99,2.8,2.16,4.27,3.99,1.95,Chef / Culinary Arts
STU260133,18,F,undergraduate,arts,cbse,55.72,78.04,35.94,39.67,3.92,4.8,3.56,3.89,3.16,1.83,3.75,4.79,3.6,3.03,4.08,Journalist
STU310008,16,F,class_10,undecided,state,70.87,76.06,99.0,77.81,4.43,4.25,4.23,4.46,2.42,3.8,4.53,3.41,4.2,4.32,2.29,Environmental Scientist
STU220149,18,F,class_12,science_pcm,cbse,84.0,54.35,72.14,73.71,4.32,4.3,4.03,2.6,2.36,1.32,3.31,2.02,4.81,3.76,5.0,UX/UI Designer
STU270138,16,M,class_11,commerce,cbse,83.33,52.57,57.78,69.68,3.51,4.39,2.89,4.8,2.05,3.39,3.85,4.53,2.67,3.51,1.87,Film Director
STU010062,15,M,class_10,undecided,cbse,84.44,82.0,75.76,66.45,4.58,4.8,3.88,3.59,3.7,5.0,4.37,1.9,1.5,3.64,4.53,Software Engineer
STU170123,20,M,undergraduate,undecided,icse,76.98,80.53,79.74,67.62,3.02,4.09,4.07,3.76,2.46,3.12,4.13,4.3,4.67,4.91,2.38,Digital Marketing Manager
STU150047,21,O,undergraduate,commerce,cbse,90.22,78.34,74.58,62.92,1.89,3.74,2.89,3.16,1.3,3.32,3.04,1.28,2.34,3.94,4.61,Investment Banker
STU010096,15,F,class_10,science_pcm,state,70.87,54.45,89.01,86.56,3.2,4.18,4.4,3.74,3.84,4.46,4.95,3.04,2.15,1.94,2.58,Software Engineer
STU040029,16,F,class_11,science_pcm,icse,79.26,56.95,95.73,87.64,4.04,4.03,2.19,3.72,2.05,4.35,4.96,2.37,3.24,3.38,2.67,Cybersecurity Analyst
STU150123,15,F,class_10,commerce,state,86.71,50.0,92.19,68.19,2.75,2.36,4.7,2.78,4.79,2.71,2.1,2.0,2.82,4.41,4.07,Investment Banker
STU180120,16,F,class_11,undecided,icse,76.51,67.57,55.46,100.0,4.61,4.06,4.59,3.63,4.46,1.2,4.1,2.16,3.68,4.69,2.96,Product Manager
STU070008,18,M,class_12,science_pcm,state,56.49,56.72,63.2,69.42,4.02,4.12,3.42,3.55,2.33,4.67,2.57,3.31,2.37,3.04,3.43,Civil Engineer
STU130072,16,M,class_11,science_pcm,state,81.01,82.73,84.44,66.26,4.02,3.7,3.15,5.0,2.25,4.04,4.23,1.58,4.18,3.35,3.87,Physiotherapist
STU160060,21,M,undergraduate,vocational,ib,62.96,61.7,87.76,34.77,4.75,3.61,4.89,2.48,3.61,1.2,3.63,4.03,2.2,3.97,2.69,Management Consultant
STU140053,18,F,class_12,commerce,cbse,61.37,58.87,96.15,41.77,3.11,3.96,2.48,2.9,2.19,3.8,4.4,1.0,2.23,3.02,4.37,Chartered Accountant
STU120054,16,F,class_10,arts,icse,74.41,83.03,71.31,85.0,3.55,3.92,3.57,3.7,2.7,3.85,5.0,2.09,3.46,3.52,3.5,Clinical Psychologist
STU060049,15,F,class_9,science_pcm,icse,80.1,63.74,63.52,85.45,2.78,4.6,2.24,4.38,3.29,3.88,4.3,3.0,2.92,3.57,2.42,Mechanical Engineer
STU030023,18,F,class_12,science_pcm,icse,76.49,45.0,77.57,70.26,3.6,3.35,3.31,2.9,1.61,5.0,4.67,2.73,2.39,3.44,2.79,AI/ML Engineer
STU260123,16,F,class_11,arts,cbse,83.31,85.29,56.77,75.71,4.13,4.63,4.23,5.0,4.24,2.78,4.1,4.07,4.04,3.38,2.38,Journalist
STU160058,17,F,class_12,commerce,icse,87.85,67.81,82.94,86.0,3.44,4.12,4.48,3.6,1.95,1.96,3.7,3.82,4.65,4.15,3.86,Management Consultant
STU060093,18,M,undergraduate,science_pcm,state,88.0,43.12,84.98,70.68,2.27,3.86,3.02,2.47,4.19,3.87,4.26,2.7,3.48,2.49,4.39,Mechanical Engineer
STU160005,21,M,undergraduate,science_pcm,cbse,81.81,73.41,86.36,75.71,2.8,3.88,3.6,2.41,2.23,2.43,4.96,3.8,2.35,4.04,3.02,Management Consultant
STU340010,16,F,class_11,commerce,state,62.74,46.95,85.77,63.93,2.4,3.6,4.24,3.86,1.69,4.45,2.93,2.28,1.2,4.06,4.8,Airline Pilot
STU260107,14,F,class_9,arts,cbse,55.66,87.92,65.44,54.73,4.19,3.1,5.0,4.54,4.24,3.05,1.58,4.32,5.0,3.51,3.01,Journalist
STU220142,19,M,undergraduate,science_pcm,ib,48.23,71.89,40.94,88.2,4.37,3.84,4.13,3.22,3.34,1.67,1.51,4.68,3.74,4.45,1.8,UX/UI Designer
STU090032,15,M,class_10,science_pcb,icse,85.5,97.0,69.03,79.9,3.25,4.51,3.99,4.07,2.5,2.19,4.16,1.91,4.11,2.35,1.5,Dentist
STU210054,19,F,undergraduate,arts,icse,90.83,82.0,79.0,54.17,2.7,4.12,4.07,4.66,5.0,3.23,3.13,3.39,3.72,3.48,3.69,Civil Lawyer
STU020142,21,F,undergraduate,commerce,state,84.45,52.73,66.39,87.45,4.27,4.3,2.64,4.03,1.37,2.43,4.25,2.54,2.12,2.38,2.24,Data Scientist
STU330033,16,M,class_10,undecided,state,58.36,67.98,65.5,40.33,4.1,3.02,3.78,2.51,3.39,3.53,3.32,2.41,3.88,2.59,2.35,Chef / Culinary Arts
STU100131,19,F,undergraduate,science_pcb,cbse,66.59,58.0,69.84,68.21,3.46,3.51,4.24,3.98,1.92,2.94,3.28,2.92,3.95,1.61,4.3,Pharmacist
STU040084,20,M,undergraduate,science_pcm,cbse,23.69,73.31,79.76,74.43,4.71,3.3,2.53,2.42,2.55,4.41,4.92,3.21,2.6,2.13,3.38,Cybersecurity Analyst
STU110131,17,F,class_12,science_pcm,state,80.63,88.95,85.93,54.89,4.6,3.4,2.58,4.06,2.09,4.2,4.07,1.04,4.76,2.84,2.79,Biomedical Engineer
STU310149,17,M,class_12,science_pcm,icse,97.77,99.0,71.92,92.22,3.3,4.01,4.34,4.15,2.77,2.08,2.88,1.68,4.59,4.53,4.4,Environmental Scientist
STU210066,18,F,class_12,arts,state,94.1,90.86,48.97,55.57,4.1,4.51,3.42,3.5,1.86,1.31,2.6,3.42,3.62,3.0,2.84,Civil Lawyer
STU140024,16,M,class_11,commerce,state,72.8,79.03,85.61,31.77,4.29,4.56,2.78,3.7,2.56,3.45,3.03,2.12,3.48,4.49,4.8,Chartered Accountant
STU180094,17,M,class_12,undecided,icse,40.13,55.0,69.45,86.0,4.35,4.68,2.94,3.48,3.22,2.6,2.62,3.93,2.56,3.48,4.34,Product Manager
STU120009,19,F,undergraduate,science_pcb,icse,75.18,60.25,91.62,85.0,3.63,4.57,2.72,3.75,2.39,4.2,4.11,2.1,4.11,2.81,3.91,Clinical Psychologist
STU340127,17,M,class_12,science_pcm,cbse,75.51,54.64,47.59,63.91,1.99,3.87,3.95,3.58,2.24,4.08,3.96,3.3,2.12,3.4,2.33,Airline Pilot
STU060061,17,M,class_11,science_pcm,cbse,84.44,48.91,62.49,92.29,4.01,3.04,2.19,2.6,1.83,4.49,2.43,1.65,3.68,4.57,4.36,Mechanical Engineer
STU030129,14,F,class_9,undecided,cbse,84.6,50.52,54.02,63.56,4.6,3.64,3.26,4.32,2.59,3.31,4.65,3.1,2.1,2.27,3.02,AI/ML Engineer
STU300121,18,F,class_12,science_pcm,cbse,85.65,41.57,55.58,96.3,2.28,3.9,3.65,3.4,2.24,3.93,3.91,3.18,2.69,3.78,2.91,Defence Officer (Indian Armed Forces)
STU230140,15,M,class_9,arts,cbse,79.5,54.7,42.91,85.81,3.93,3.93,3.06,4.19,3.29,2.25,2.8,3.34,4.53,2.98,1.86,Graphic Designer
STU190137,17,M,class_11,undecided,cbse,80.14,75.52,90.81,45.41,2.1,4.16,5.0,2.27,2.63,1.46,3.17,3.38,3.7,4.48,2.7,Entrepreneur
STU320146,18,F,class_12,science_pcm,cbse,82.3,87.37,61.4,70.28,4.9,4.11,4.97,1.45,5.0,1.91,4.41,3.18,2.85,3.84,4.49,Sports Manager
STU200016,18,F,class_12,commerce,icse,83.53,86.03,52.44,77.88,3.98,3.79,1.23,2.74,3.79,3.0,3.67,2.62,4.82,3.83,4.54,Corporate Lawyer
STU070119,18,F,undergraduate,science_pcm,cbse,88.0,44.79,86.84,89.94,4.11,3.63,2.33,2.7,3.66,3.94,3.35,3.95,3.86,3.53,1.9,Civil Engineer
STU220078,15,M,class_9,science_pcm,cbse,66.9,66.93,51.17,84.3,5.0,2.37,3.98,3.6,3.15,1.91,1.94,4.57,5.0,4.22,1.14,UX/UI Designer
STU320057,17,M,class_11,vocational,cbse,42.15,79.02,54.0,69.68,2.8,4.65,3.2,3.76,3.12,1.72,4.44,2.15,2.04,4.14,4.35,Sports Manager
STU090122,19,F,undergraduate,science_pcb,cbse,65.04,66.89,62.0,98.77,2.79,3.71,3.95,3.86,1.2,3.09,3.5,2.95,3.4,2.08,2.05,Dentist
STU280144,19,M,undergraduate,arts,cbse,65.19,70.37,48.34,85.0,4.47,3.82,4.17,4.79,4.09,1.71,1.79,4.51,4.71,4.55,1.61,Content Writer
STU250126,21,F,undergraduate,arts,icse,59.69,59.86,56.66,99.0,4.54,2.54,3.93,2.2,4.17,3.52,2.04,4.71,2.62,2.65,1.91,Fashion Designer
STU130065,15,F,class_10,science_pcb,state,87.94,97.0,81.85,60.39,4.05,3.87,2.37,3.54,2.46,4.39,1.08,2.57,4.58,2.0,3.34,Physiotherapist
STU200119,21,M,undergraduate,commerce,icse,14.47,88.07,76.56,60.3,2.82,3.46,3.66,2.8,2.08,1.99,3.58,3.81,4.84,4.18,3.95,Corporate Lawyer
STU230094,16,F,class_11,arts,cbse,75.65,89.11,58.46,69.37,4.32,4.58,3.05,4.38,3.41,2.3,2.85,4.52,2.73,2.98,1.34,Graphic Designer
STU310119,17,F,class_11,science_pcm,cbse,70.0,93.83,92.35,70.98,3.67,4.97,3.45,3.12,3.68,2.64,4.45,1.81,4.66,1.41,2.1,Environmental Scientist
STU340070,20,M,undergraduate,science_pcm,icse,79.62,60.53,79.97,95.92,2.0,4.17,3.61,4.7,2.46,3.81,4.35,1.72,1.4,2.78,4.8,Airline Pilot
STU150121,17,F,class_12,commerce,icse,84.76,76.11,74.49,64.13,3.75,4.45,2.44,2.85,1.49,2.19,3.1,1.4,1.4,4.83,3.4,Investment Banker
STU180020,18,F,class_12,commerce,state,75.64,72.3,57.76,86.0,3.8,4.34,4.44,3.97,3.89,2.28,3.71,2.41,4.53,4.17,4.55,Product Manager
STU200027,17,M,class_11,commerce,state,73.49,78.87,51.38,37.53,4.17,3.53,4.59,2.31,3.43,3.34,3.1,1.98,4.21,3.39,4.9,Corporate Lawyer
STU060051,18,F,class_12,science_pcm,icse,48.0,35.0,56.15,89.33,4.5,3.94,3.55,4.42,3.58,3.61,3.74,3.15,1.81,1.64,2.63,Mechanical Engineer
STU080041,20,F,undergraduate,science_pcb,icse,83.38,96.11,75.68,85.0,4.6,4.57,2.42,3.19,1.8,2.05,3.81,3.64,3.79,2.37,1.7,Doctor (MBBS)
STU230067,21,M,undergraduate,arts,ib,42.0,48.0,67.24,87.56,3.14,3.59,4.92,2.2,1.84,2.3,1.74,5.0,2.64,1.87,2.32,Graphic Designer
STU120021,17,F,class_11,science_pcb,icse,76.42,92.89,70.98,58.03,2.81,3.59,3.29,3.62,1.93,2.34,2.34,1.68,4.12,2.87,3.82,Clinical Psychologist
STU210129,15,M,class_9,arts,state,96.0,97.47,78.5,75.31,4.79,3.57,2.69,2.51,3.0,3.41,4.18,4.0,1.21,4.17,4.22,Civil Lawyer
STU160082,16,M,class_10,commerce,state,81.91,93.97,68.04,40.32,4.41,3.64,4.64,2.99,3.04,3.55,2.48,2.48,4.9,3.73,2.49,Management Consultant
STU130127,18,M,class_12,science_pcb,state,65.71,64.36,92.68,69.71,3.39,3.41,2.2,3.9,2.31,4.19,4.16,3.42,4.1,1.69,2.59,Physiotherapist
STU230123,16,F,class_10,commerce,state,73.47,73.48,40.54,85.29,3.7,3.95,3.63,3.25,2.08,2.2,2.16,4.38,2.3,2.95,1.09,Graphic Designer
STU140056,16,F,class_10,commerce,cbse,92.33,57.99,93.76,75.71,2.37,3.6,2.21,2.66,3.92,1.97,4.88,2.69,2.26,3.61,4.31,Chartered Accountant
STU210097,18,M,class_12,science_pcm,cbse,65.74,76.2,45.0,73.13,4.14,3.88,4.01,3.04,3.94,1.13,4.2,3.13,3.38,4.97,2.25,Civil Lawyer
STU070032,22,M,undergraduate,science_pcm,state,59.89,35.75,48.05,81.55,3.48,4.39,3.81,3.47,1.67,4.55,4.34,4.24,2.27,1.81,3.18,Civil Engineer
STU330017,19,M,undergraduate,undecided,state,54.81,70.32,45.0,60.3,3.93,1.0,3.28,3.25,2.61,4.65,2.11,1.3,2.6,4.72,2.33,Chef / Culinary Arts
STU130036,17,F,class_11,science_pcb,state,93.35,62.31,88.5,67.3,4.49,3.66,3.95,4.28,3.04,2.53,4.59,1.2,4.23,3.83,3.15,Physiotherapist
STU340092,18,F,class_12,science_pcm,icse,73.51,35.0,80.76,71.7,2.41,4.15,2.6,4.33,2.91,3.77,4.18,3.58,3.54,4.53,3.83,Airline Pilot
STU270049,17,F,class_12,arts,cbse,61.52,59.97,61.87,78.28,4.74,2.6,3.35,2.2,4.29,3.07,1.74,4.38,4.45,4.67,2.32,Film Director
STU010071,17,F,class_12,undecided,cbse,97.03,78.52,89.14,89.77,4.44,3.71,1.8,3.3,1.3,4.43,4.54,1.83,1.3,4.51,2.78,Software Engineer
STU070126,15,F,class_10,undecided,icse,72.4,35.0,72.36,95.46,2.99,2.74,2.1,2.73,3.0,4.04,2.63,3.74,1.2,2.5,4.22,Civil Engineer
STU120079,16,F,class_10,arts,icse,58.44,67.72,65.15,37.12,4.16,5.0,2.36,3.5,2.63,3.57,2.64,1.48,3.62,1.2,4.3,Clinical Psychologist
STU150092,22,M,undergraduate,science_pcm,cbse,46.01,70.98,96.94,48.04,3.56,4.0,2.44,4.32,2.96,3.69,3.85,2.69,3.18,3.97,4.79,Investment Banker
STU220103,17,F,class_11,science_pcm,cbse,71.1,51.56,61.01,65.3,4.87,4.54,3.48,3.28,1.95,2.56,3.7,4.54,3.37,2.01,1.57,UX/UI Designer
STU270065,21,O,undergraduate,arts,cbse,79.02,80.19,53.37,76.14,2.36,3.91,1.45,3.18,4.16,3.14,2.29,3.82,5.0,2.34,1.87,Film Director
STU200100,17,F,class_11,arts,cbse,95.88,100.0,86.25,68.07,4.41,4.47,3.79,2.0,2.68,2.17,3.18,2.67,3.34,3.48,3.03,Corporate Lawyer
STU080124,16,M,class_11,science_pcb,cbse,92.0,71.1,68.06,70.91,2.67,4.26,4.0,2.24,1.65,2.94,3.5,2.21,4.18,2.42,1.74,Doctor (MBBS)
STU300109,16,F,class_11,undecided,cbse,56.42,70.84,84.84,65.6,2.19,4.84,2.56,3.73,3.08,3.94,2.0,2.56,2.73,1.5,3.4,Defence Officer (Indian Armed Forces)
STU060058,17,M,class_11,science_pcm,cbse,70.78,78.0,59.74,76.83,2.34,4.9,1.82,3.72,2.59,5.0,2.28,3.0,1.98,2.57,1.8,Mechanical Engineer
STU290005,19,M,undergraduate,commerce,state,65.1,98.4,84.71,94.81,3.42,4.39,3.92,3.52,1.82,3.74,3.63,1.69,1.46,4.5,2.42,IAS Officer
STU090136,18,M,class_12,science_pcb,state,63.42,76.4,51.05,64.58,4.6,5.0,4.05,4.55,1.63,1.88,4.26,2.21,4.29,3.02,3.12,Dentist
STU110014,16,F,class_10,science_pcb,state,84.75,61.91,65.96,31.28,4.17,4.6,3.43,3.5,1.93,3.98,3.74,2.73,3.4,1.27,2.43,Biomedical Engineer
STU050112,16,F,class_10,science_pcm,state,83.17,68.9,74.58,82.52,3.04,3.31,2.42,3.64,2.38,2.7,4.98,2.41,2.4,1.73,4.13,Cloud Architect
STU310096,18,M,undergraduate,science_pcm,state,87.23,84.59,96.56,90.64,5.0,4.86,3.58,3.93,3.43,3.91,4.69,2.78,4.08,3.72,3.68,Environmental Scientist
STU110107,17,M,class_11,undecided,state,64.65,74.62,82.13,72.78,4.14,4.15,4.11,4.3,3.13,2.16,4.45,3.54,3.91,3.31,3.25,Biomedical Engineer
STU250048,15,F,class_9,arts,cbse,82.34,57.68,47.66,62.0,4.0,3.2,3.81,4.65,3.59,3.24,4.0,4.57,2.96,4.29,1.65,Fashion Designer
STU270016,15,M,class_10,arts,cbse,50.93,85.07,43.54,76.2,4.91,2.45,2.96,4.76,4.11,4.2,1.4,4.58,4.91,1.77,2.71,Film Director
STU190072,20,M,undergraduate,commerce,state,84.66,57.25,75.28,71.42,3.22,4.76,4.07,2.6,3.39,1.2,3.76,3.56,2.27,3.46,4.13,Entrepreneur
STU070145,17,F,class_12,science_pcm,state,48.97,47.08,95.53,74.75,2.6,3.07,4.29,2.87,2.94,4.04,4.5,3.03,2.44,3.52,2.31,Civil Engineer
STU280108,22,M,undergraduate,arts,cbse,86.0,70.99,54.99,67.72,4.15,2.88,3.4,4.6,2.13,3.36,2.35,3.76,3.02,3.38,1.75,Content Writer
STU300133,17,O,class_11,commerce,state,55.23,59.99,81.0,67.34,3.22,3.65,3.63,3.96,2.09,2.56,4.24,1.39,2.53,2.43,2.76,Defence Officer (Indian Armed Forces)
STU120081,18,M,class_12,arts,state,84.25,94.83,60.42,78.95,3.94,4.12,4.22,3.5,1.93,1.8,3.5,2.68,1.62,1.2,2.49,Clinical Psychologist
STU120116,16,F,class_10,arts,state,61.23,65.92,82.17,54.62,4.15,4.29,3.07,3.77,2.11,2.35,3.91,2.13,4.57,1.52,2.47,Clinical Psychologist
STU300138,20,M,undergraduate,science_pcm,cbse,15.52,27.94,100.0,93.09,4.94,1.0,4.37,2.86,2.62,4.21,3.48,3.64,2.62,2.95,4.8,Defence Officer (Indian Armed Forces)
STU260120,17,M,class_12,arts,state,75.21,85.47,60.55,100.0,3.64,3.7,2.32,3.4,4.14,1.56,1.4,3.19,3.87,3.43,2.85,Journalist
STU140066,18,F,undergraduate,commerce,state,70.62,52.46,91.98,71.7,2.93,3.5,2.76,2.11,2.82,3.75,4.07,1.55,2.47,4.91,3.75,Chartered Accountant
STU250026,18,F,class_12,arts,ib,73.54,80.8,68.98,88.6,4.62,4.08,3.06,4.03,2.18,1.4,2.33,4.77,2.83,1.61,3.41,Fashion Designer
STU070121,15,M,class_10,science_pcm,state,69.89,68.63,65.78,65.64,2.0,1.01,3.88,2.2,2.43,3.85,2.65,2.03,3.87,4.27,3.83,Civil Engineer
STU150068,17,M,class_12,arts,state,63.51,82.22,94.78,44.55,2.59,3.84,3.54,3.88,3.08,3.46,4.8,1.98,3.49,4.17,4.56,Investment Banker
STU070148,16,F,class_11,science_pcm,cbse,52.52,44.8,67.87,64.63,2.25,4.57,2.66,2.66,1.58,3.53,2.71,1.97,4.18,4.07,4.11,Civil Engineer
STU180021,18,M,undergraduate,science_pcm,ib,77.8,87.39,62.64,74.52,2.8,3.98,4.43,5.0,3.63,2.18,2.0,3.85,4.54,4.29,4.11,Product Manager
STU260118,18,F,class_12,arts,ib,73.56,37.65,72.89,57.23,4.81,3.84,4.0,3.84,2.44,3.11,4.68,3.83,3.71,2.1,2.2,Journalist
STU070142,15,M,class_10,science_pcm,cbse,48.0,38.39,65.24,66.9,2.78,3.58,3.45,3.15,4.01,4.66,2.66,4.61,1.79,3.67,4.6,Civil Engineer
STU310118,16,F,class_11,science_pcb,state,72.76,75.31,65.67,72.82,3.85,4.0,4.95,4.37,3.57,3.2,4.07,3.73,2.31,4.95,4.04,Environmental Scientist
STU170021,15,M,class_10,arts,cbse,66.02,58.88,62.25,55.22,4.04,3.22,4.24,3.37,2.94,1.98,3.14,2.6,3.96,5.0,3.38,Digital Marketing Manager
STU340108,16,F,class_11,science_pcm,cbse,88.0,76.1,71.81,88.57,2.8,3.22,3.75,3.06,2.13,4.49,2.81,3.66,2.83,4.17,1.81,Airline Pilot
STU260005,17,M,class_12,arts,cbse,73.99,100.0,46.88,62.11,4.58,3.1,4.74,3.29,2.21,2.04,2.02,4.55,4.65,3.82,3.05,Journalist
STU100011,18,M,class_12,science_pcm,state,77.15,77.19,70.19,74.06,3.4,4.34,2.79,4.69,2.26,2.36,4.23,2.99,4.62,2.4,3.8,Pharmacist
STU020084,16,F,class_10,science_pcm,icse,79.64,70.68,59.66,62.0,4.51,4.14,3.78,4.02,3.41,3.62,4.09,3.33,3.46,1.62,2.18,Data Scientist
STU160050,18,F,undergraduate,commerce,state,62.94,63.31,65.7,60.6,4.02,4.25,3.99,4.7,2.74,2.37,3.91,3.7,4.7,4.37,2.6,Management Consultant
STU330143,22,F,undergraduate,science_pcb,cbse,52.0,63.64,81.92,74.84,2.7,4.17,2.24,4.25,1.31,4.06,4.13,2.13,2.71,4.5,3.15,Chef / Culinary Arts
STU290034,21,O,undergraduate,undecided,cbse,72.72,82.93,83.4,96.72,3.77,3.2,3.35,4.38,3.8,2.79,4.06,1.95,4.27,4.58,4.8,IAS Officer
STU050034,16,M,class_11,undecided,cbse,72.91,80.59,77.86,52.0,3.19,4.11,3.94,3.17,2.51,3.08,4.36,1.83,2.27,4.0,3.04,Cloud Architect
STU130143,18,M,class_12,science_pcb,cbse,75.82,58.0,85.81,82.89,2.5,1.32,4.21,3.97,2.86,2.8,4.46,3.69,4.41,3.11,4.3,Physiotherapist
STU030116,17,O,class_11,science_pcm,cbse,77.58,57.1,88.63,66.98,3.89,3.31,3.12,3.52,2.38,3.27,4.49,2.08,2.0,1.7,3.29,AI/ML Engineer
STU110065,16,O,class_10,science_pcb,cbse,60.03,89.78,93.69,89.04,4.24,5.0,2.24,4.25,3.28,2.82,3.5,2.21,4.84,3.45,2.72,Biomedical Engineer
STU220126,22,M,undergraduate,science_pcm,cbse,52.41,73.29,59.16,76.31,4.32,2.3,2.23,1.82,2.81,2.63,3.86,4.84,4.78,2.13,3.5,UX/UI Designer
STU090013,17,M,class_11,science_pcb,cbse,67.79,84.42,89.94,74.42,3.22,3.72,4.5,4.78,1.67,2.65,4.03,1.87,4.84,2.47,3.01,Dentist
STU260136,21,O,undergraduate,undecided,cbse,51.62,76.28,100.0,52.79,4.42,4.27,3.5,3.18,3.02,2.44,2.93,4.26,3.82,2.29,1.65,Journalist
STU270031,19,F,undergraduate,vocational,cbse,98.46,75.13,55.65,86.29,4.35,4.7,3.18,2.22,3.33,1.39,2.89,4.01,3.39,4.8,1.19,Film Director
STU060115,18,M,class_12,science_pcm,icse,74.8,56.24,100.0,87.64,2.34,3.95,3.52,3.57,2.68,4.84,1.92,2.45,3.32,4.42,4.54,Mechanical Engineer
STU010018,18,M,undergraduate,science_pcm,cbse,88.78,66.38,90.15,74.96,4.76,4.8,2.12,2.2,2.34,3.34,3.52,3.13,3.01,2.64,3.18,Software Engineer
STU130045,21,F,undergraduate,science_pcb,state,70.3,64.43,87.55,65.57,4.6,3.56,2.23,4.67,2.84,3.11,4.56,3.01,4.61,2.21,3.49,Physiotherapist
STU160035,17,F,class_12,science_pcm,ib,65.25,58.06,70.81,56.73,4.13,2.94,4.4,2.95,1.56,3.05,2.02,3.27,3.83,3.46,2.31,Management Consultant
STU130023,14,F,class_9,undecided,state,65.99,63.61,67.27,76.24,4.03,3.66,3.65,4.75,4.26,1.8,3.74,2.86,3.98,1.54,2.07,Physiotherapist
STU280031,16,F,class_11,arts,icse,86.0,75.96,68.44,71.59,4.2,2.6,4.49,4.1,4.42,1.0,1.96,4.63,4.53,2.56,2.3,Content Writer
STU040147,19,M,undergraduate,commerce,cbse,82.91,71.42,82.04,90.0,3.82,4.76,3.19,3.39,1.43,3.88,3.6,1.59,3.23,4.0,3.36,Cybersecurity Analyst
STU150088,18,M,class_12,commerce,state,79.36,85.37,98.12,60.12,2.77,4.58,2.06,3.76,2.15,2.53,4.56,2.08,1.71,3.74,3.06,Investment Banker
STU330110,17,F,class_11,arts,cbse,64.15,40.8,41.15,95.28,2.22,3.44,3.12,4.36,3.91,4.64,2.57,1.72,2.4,3.98,2.92,Chef / Culinary Arts
STU170124,20,F,undergraduate,science_pcm,cbse,98.81,92.53,97.77,61.03,4.27,4.17,4.04,4.58,3.14,4.45,4.35,1.31,3.17,4.8,3.52,Digital Marketing Manager
STU180065,16,M,class_11,commerce,cbse,93.75,73.54,79.72,40.0,3.12,4.43,3.2,3.51,1.66,2.94,4.0,2.54,4.76,3.88,2.42,Product Manager
STU130050,21,M,undergraduate,science_pcb,state,55.31,58.7,77.5,71.51,2.97,3.96,2.2,4.21,3.33,2.9,4.73,1.66,3.4,3.89,2.37,Physiotherapist
STU240104,20,M,undergraduate,undecided,cbse,56.78,48.1,35.0,71.69,4.0,4.32,3.5,3.58,4.34,1.45,4.0,4.2,4.41,3.97,1.86,Architect
STU030072,14,M,class_9,commerce,state,85.08,74.25,79.99,65.16,2.61,3.65,2.62,2.62,2.45,3.15,3.63,2.45,3.58,2.72,1.85,AI/ML Engineer
STU310133,14,M,class_9,science_pcb,cbse,75.31,47.91,96.03,87.81,3.07,4.0,3.48,1.21,1.32,3.08,4.09,3.09,4.66,4.15,3.57,Environmental Scientist
STU280025,21,M,undergraduate,commerce,cbse,57.55,87.57,74.61,44.98,3.3,3.02,4.79,5.0,2.59,2.1,2.68,3.24,3.55,4.8,2.51,Content Writer
STU050053,18,F,class_12,science_pcm,cbse,78.9,70.05,86.1,88.65,4.22,4.1,1.9,2.67,1.09,3.44,5.0,3.29,3.73,3.31,2.56,Cloud Architect
STU040149,20,M,undergraduate,science_pcm,icse,87.11,75.2,14.86,61.89,3.69,3.41,4.08,2.94,2.5,4.27,1.69,2.87,2.93,4.0,4.54,Cybersecurity Analyst
STU050077,16,F,class_11,science_pcm,cbse,66.7,72.83,65.0,57.55,4.27,4.41,1.8,4.25,3.17,3.29,3.96,3.22,2.87,3.3,3.79,Cloud Architect
STU020089,16,M,class_11,science_pcm,cbse,88.39,68.29,76.68,59.43,4.07,3.43,1.87,3.83,1.89,3.44,4.68,2.93,1.46,2.7,2.9,Data Scientist
STU300149,16,M,class_11,science_pcm,state,81.81,37.58,73.29,98.0,3.07,3.43,3.42,3.47,3.11,4.38,3.02,2.67,1.58,2.26,3.69,Defence Officer (Indian Armed Forces)
STU100043,17,M,class_12,undecided,cbse,63.87,97.0,86.72,58.13,3.47,3.4,3.98,2.56,1.0,2.44,3.77,2.46,3.5,3.08,4.3,Pharmacist
STU140080,16,F,class_11,commerce,cbse,75.2,88.0,89.16,45.39,2.57,3.55,4.56,2.25,2.28,1.65,4.12,2.32,3.77,4.28,3.61,Chartered Accountant
STU070095,16,F,class_10,science_pcm,cbse,84.89,39.36,80.7,71.02,3.27,3.34,4.11,4.24,2.89,3.84,3.69,4.5,3.29,3.23,2.19,Civil Engineer
STU100102,17,M,class_12,commerce,cbse,78.15,72.09,85.24,51.04,3.28,4.89,2.66,3.81,2.82,3.56,4.46,1.57,4.62,2.67,2.42,Pharmacist
STU010076,14,F,class_9,science_pcm,state,78.6,82.0,71.4,64.84,4.1,3.86,2.48,2.73,1.35,3.71,4.71,2.26,2.64,3.27,2.16,Software Engineer
